en_es_DEEP	MatConf
:: Examinar cómo una aplicación más eficaz del programa sobre las mujeres, la paz y la seguridad puede contribuir a mejorar la seguridad para todos y a la consolidación de una paz duradera	0
22. El 9 de abril de 2013, el Comité se reunió con representantes del Departamento de Asuntos Políticos, el Departamento de Operaciones de Mantenimiento de la Paz, el Equipo de Vigilancia, la Dirección Ejecutiva del Comité establecido en virtud de la resolución 1373 (2001) relativa a la lucha contra el terrorismo y la lucha contra el terrorismo. -Grupo de Trabajo sobre Implementación del Terrorismo.	0
Destacando la necesidad de intensificar la lucha contra el terrorismo a nivel nacional y fortalecer, bajo los auspicios de las Naciones Unidas, una cooperación internacional eficaz en esta esfera sobre la base de los principios de la Carta de las Naciones Unidas y las normas del derecho internacional, incluido el respeto del derecho internacional humanitario y de los derechos humanos,	0
Los hombres que estaban confinados en Kailek fueron llamados y fusilados delante de todos o, alternativamente, se los llevaron y los fusilaron.	1
Las disputas étnicas y fronterizas no resueltas han dado lugar a conflictos que socavan los esfuerzos por desarrollar una respuesta antiterrorista regional cohesiva.	0
Un estudio realizado en septiembre de 2005 sobre terroristas nacidos en el extranjero que habían operado en los Estados Unidos concluyó que alrededor de dos tercios habían cometido fraude para ingresar o permanecer en el país, y más de un tercio posteriormente fue acusado de fraude de pasaportes o visas o de hacer declaraciones falsas. a un funcionario de inmigración.	1
Así lo demuestran los recientes incidentes de indisciplina del DIS, en particular el presunto asesinato de un civil a manos de un comandante del DIS en Farchana el 22 de marzo.	0
En julio de 2009 se celebrará un taller para los Estados miembros de la Comunidad del Caribe sobre la redacción de respuestas a los tres comités del Consejo de Seguridad que se ocupan de la lucha contra el terrorismo.	0
Además, los grupos armados móviles que dependen del bandidaje tienden a ser más brutales en sus métodos, ya que tienen menos incentivos para conseguir apoyo popular local.	1
3. Los avances logrados hacia la neutralización de los grupos armados extranjeros y congoleños en los Kivus siguieron siendo limitados.	0
Los Janjaweed a caballo y en camello comenzaron a cazar a los aldeanos, mientras las fuerzas militares permanecían al pie de la montaña. Bombardearon partes de las montañas con morteros y también ametrallaron a la gente.	1
Amenazas a la paz y la seguridad internacionales causadas por actos terroristas	1
En la ex Yugoslavia, Ruanda y Darfur, después de tomar medidas ineficaces para detener los asesinatos generalizados, la comunidad internacional quedó horrorizada por la escala y la naturaleza de la violencia.	0
Parece claro que los terroristas incluidos en la lista todavía se las arreglan para recaudar y recibir fondos de simpatizantes fuera de su círculo inmediato.	1
Las operaciones fueron aprobadas a nivel del Líder Supremo. La gran mayoría de las víctimas fueron desaparecidas forzadamente para conseguir mano de obra y otras habilidades para el Estado.	1
En la 5303ª sesión del Consejo de Seguridad, celebrada el 10 de noviembre de 2005, en relación con el examen por el Consejo del tema titulado "Amenazas a la paz y la seguridad internacionales causadas por actos terroristas", el Presidente del Consejo de Seguridad formuló la siguiente declaración en nombre del Consejo:	0
Recalcando de nuevo que los continuos esfuerzos internacionales para mejorar el diálogo y ampliar el entendimiento entre civilizaciones, en un esfuerzo por prevenir ataques indiscriminados contra diferentes religiones y culturas, y abordar los conflictos regionales no resueltos y toda la gama de cuestiones globales, incluidas las cuestiones de desarrollo, contribuirán a fortalecer la lucha internacional contra el terrorismo,	0
Los cadáveres de cinco personas que se cree eran partidarios del Sr. Coulibaly, con heridas de bala y marcas de tortura, se encuentran retenidos en la morgue de Bouaké desde finales de diciembre, a la espera del resultado de las investigaciones penales.	1
o) Desarrollar y aplicar, en estrecha consulta con las autoridades [nacionales]..., un programa plurianual conjunto de apoyo a la justicia de las Naciones Unidas a fin de desarrollar la cadena de justicia penal, la policía, el poder judicial y las cárceles en zonas afectadas por conflictos. áreas y un apoyo programático estratégico a nivel central....	0
"El Consejo de Seguridad pide al Secretario General que redoble sus esfuerzos para garantizar el fortalecimiento de las capacidades del Mecanismo de Vigilancia y Presentación de Informes con miras a la aplicación de la resolución 1882 (2009) para permitir una pronta promoción y una respuesta eficaz a todas las violaciones y abusos cometidos contra los niños, entre otras cosas, garantizando que todos los organismos pertinentes de las Naciones Unidas ayuden activamente a recopilar información precisa, objetiva, fiable y verificable sobre los actos de violación y otros tipos de violencia sexual cometidos contra los niños, y también garantizando sinergias y evitando superposiciones entre las entidades pertinentes de las Naciones Unidas, a nivel de la sede y de los países, como se solicita en las resoluciones 1882 (2009) y 1888 (2009).	0
Indohaadde tiene un "representante especial" que maneja las operaciones de las granjas de drogas en su nombre y utiliza su milicia para proteger sus granjas de drogas.	1
El déficit del componente de policía de la Misión sigue siendo un importante motivo de preocupación y afecta la capacidad de la Misión para llevar a cabo las tareas que le han sido encomendadas.	1
Pero, ¿cómo puede lograrse esto cuando se siguen ignorando los Acuerdos y el Estado de derecho? cuando nuestra tierra siga ocupada por la fuerza y ​​nuestro pueblo sea desplazado de sus pueblos y aldeas natales? De hecho, ¿cómo pueden ponerse en marcha todos los acuerdos potenciales de beneficio mutuo y normalización cuando los territorios soberanos no son respetados ni demarcados?	1
Oficialmente, la FACI los describe como aviones de "reconocimiento", aunque el Grupo observó que a uno de ellos se le habían añadido puntos reforzados bajo las alas, que fueron adaptados para intentar transportar municiones no especificadas por la OTAN para acciones militares.	1
Los agentes regulares de la PNTL sólo tenían sus armas.	1
110. La capacitación es un precursor esencial para cualquier ataque exitoso, y es importante recordar que el embargo de armas incluye específicamente la capacitación (resolución 1617 (2005), párr. 1 c)).	1
Las tensiones siguen siendo elevadas, especialmente en el noreste de Katanga, donde se han producido varios enfrentamientos entre unidades de las FARDC y grupos Mayi-Mayi. Los días 10 y 11 de agosto, las FARDC intercambiaron disparos con un grupo Mayi-Mayi cerca de la mina de oro de Lunga, a unos 200 kilómetros de Kalemie, y tomaron el control de la zona.	1
Expresa su profunda preocupación por el aumento de los conflictos localizados, el aumento de la criminalidad y la violencia y sus efectos sobre los civiles, y en particular por el fuerte aumento de los enfrentamientos entre tribus, y pide a todas las partes que pongan fin urgentemente a esos enfrentamientos y busquen la reconciliación y el diálogo. ..	1
En cada incidente, las mujeres fueron obligadas a desnudarse a punta de pistola, violadas por Janjaweed y luego dejadas desnudas en la carretera.	1
Se dice que muchas aldeas fueron atacadas más de una vez, hasta quedar completamente destruidas.	1
La falta de participación en esas instituciones impedirá el progreso en cuestiones concretas de administración pública y no hará nada para mejorar la imagen internacional de Kosovo.	0
128. Otro método preferido por Al-Qaida es el reclutamiento y despliegue de agentes que no han llegado a conocimiento de ningún organismo encargado de hacer cumplir la ley o de seguridad y que, por lo tanto, pueden viajar sin dificultad, obtener visas de negocios o de estudiantes y, como salvaguardia adicional, solicitar la pérdida de cualquier documentación que contenga sellos de visa potencialmente incriminatorios para obtener un reemplazo impecable.	1
