en_es_DEEP	VerCoop
44. Además, la Autoridad encomia los progresos registrados en las conversaciones de Argel e invita a todas las partes, en particular a los dirigentes de los grupos armados, a participar personalmente en el proceso con miras a llegar a un acuerdo lo antes posible sobre la base del proyecto presentado a las partes por el equipo de mediación, lo que constituye una base sólida para la negociación.	1
Si bien esto es constructivo, todavía no se están llevando a cabo negociaciones directas sin condiciones previas, en las que se esperaría que las partes presentaran propuestas territoriales y de seguridad en un plazo de 90 días.	0
Los organismos encargados de hacer cumplir la ley están bien estructurados y han establecido agencias, comités y unidades especiales para luchar contra el terrorismo.	0
Trabajar con organizaciones de mujeres y gobiernos nacionales para apoyar los procesos de reforma constitucional, electoral y legislativa posteriores a los conflictos; Fortalecer la capacidad institucional de los mecanismos nacionales para las mujeres en zonas post-conflicto.	0
- destaca la necesidad de que la Secretaría proporcione recomendaciones precisas y claras, al menos un mes antes de la renovación del mandato, sobre el contenido del mandato y cualquier ajuste necesario, teniendo en cuenta la evolución sobre el terreno y las opiniones del país anfitrión, los países que aportan tropas y policías pertinentes, y otras partes, según corresponda;	1
"El Consejo de Seguridad pide a las autoridades de Burundi y de la República Democrática del Congo que cooperen activamente para que los autores y responsables de esos crímenes sean llevados ante la justicia sin demora.	1
11. Expresa su disposición a estudiar la forma en que los mandatos de mantenimiento de la paz podrían abordar mejor las repercusiones negativas de los conflictos armados sobre los civiles;	1
La Comisión considera que el desplazamiento forzado de la población civil fue sistemático y generalizado y que tal acción constituye un crimen de lesa humanidad.	0
El Comité espera con interés la continuación de este apoyo altamente profesional.	1
Afirmando su apoyo al Enviado Personal del Secretario General para el Sáhara Occidental, Embajador Christopher Ross, y su trabajo para facilitar las negociaciones entre las partes, acogiendo con beneplácito sus consultas en curso con las partes y los Estados vecinos, y esperando con interés su visita regional en un futuro próximo, incluso a Sáhara Occidental, según el comunicado de la Reunión Informal sobre el Sáhara Occidental del 11 al 13 de marzo de 2012,	1
(a) convertirse en parte, con carácter de urgencia, de todos los convenios y protocolos internacionales pertinentes relacionados con el terrorismo, en particular el convenio internacional de 1999 para la represión de la financiación del terrorismo y apoyar todas las iniciativas internacionales adoptadas con ese fin, y aprovechar plenamente las fuentes de asistencia y orientación que ahora están disponibles;	1
577. Los tribunales mixtos establecidos en otros conflictos han seguido dos modelos similares pero distintos.	0
Periodo de tiempo. El inicio, el ritmo y la duración del examen amplio serán determinados por el Secretario General sobre la base de consultas celebradas por el Enviado Especial, teniendo en cuenta la situación sobre el terreno.	0
"El Consejo de Seguridad destaca la importancia de lograr soluciones duraderas para los refugiados y los desplazados internos, en particular su retorno voluntario, seguro y digno, o su integración o reasentamiento local.	1
Recordando las conclusiones del informe final (S/1994/1405) de la Comisión de Expertos, establecida en virtud de la resolución 935 (1994) del Consejo de Seguridad, entre las que figuraba que "existen pruebas abrumadoras que demuestran que los actos de genocidio contra el grupo tutsi fueron perpetrados", y señalando que durante el genocidio, los hutus y otros que se oponían a él también fueron asesinados,	0
El Consejo subraya la necesidad de que todas las acciones militares contra el LRA se lleven a cabo de conformidad con el derecho internacional aplicable, incluido el derecho internacional humanitario, el derecho de los derechos humanos y el derecho de los refugiados, y de minimizar el riesgo de daños a los civiles en esas zonas.	1
83. Los combatientes del MPCI proporcionaron a la misión información sobre la existencia de otras fosas comunes en las zonas de combate. Se dice que las fosas comunes son cinco, tres de ellas en Man y dos en Danané, a 72 kilómetros de Man.	1
22. El 9 de abril de 2013, el Comité se reunió con representantes del Departamento de Asuntos Políticos, el Departamento de Operaciones de Mantenimiento de la Paz, el Equipo de Vigilancia, la Dirección Ejecutiva del Comité establecido en virtud de la resolución 1373 (2001) relativa a la lucha contra el terrorismo y la lucha contra el terrorismo. -Grupo de Trabajo sobre Implementación del Terrorismo.	1
A pesar de los avances logrados hasta ahora, es imperativo que las partes en el Acuerdo y todas las autoridades pertinentes redoblen sus esfuerzos para garantizar que cumplan con éxito el plazo.	1
Cuando comenzó el proceso de recogida de armas, llegaron otros seis vehículos de las Naciones Unidas en los que viajaban oficiales de la UNPOL, incluido el Sr. Malik.	0
Algunos Estados han comenzado a reconocer esto desarrollando estrategias nacionales integrales de lucha contra el terrorismo que van más allá de la aplicación tradicional de la ley e involucran a múltiples actores sociales.	0
Este caso ilustra no sólo la ocurrencia de asesinatos en masa de civiles, sino también de confinamientos injustos acompañados de ejecuciones sumarias, violaciones y otros abusos.	0
Solicitar a todas las partes que garanticen el acceso de las organizaciones pertinentes, según corresponda, a todas las prisiones y lugares de detención.	0
140. El 14 de diciembre de 2004, comenzaron en Yamena conversaciones entre el Gobierno del Sudán y una delegación del NMRD, con mediación del Chad. El 17 de diciembre las partes firmaron dos protocolos, uno sobre acceso humanitario y otro sobre cuestiones de seguridad en la zona de guerra.	0
El Gobierno del Iraq afirma que cumple sus obligaciones en virtud de las resoluciones del Consejo de Seguridad de las Naciones Unidas y sigue políticas de coexistencia pacífica con sus vecinos conducentes a la seguridad y la estabilidad de la región. El Gobierno del Iraq espera con interés que el Consejo de Seguridad de las Naciones Unidas reconozca que se han producido importantes acontecimientos positivos en el Iraq; que la situación en Irak es fundamentalmente diferente de la que prevalecía en el momento de la adopción de la resolución 661 (1990) del Consejo de Seguridad de las Naciones Unidas; y que ha llegado el momento de que Iraq recupere su estatus legal e internacional que prevalecía antes de la adopción por el Consejo de Seguridad de esa resolución y las sanciones posteriores que se le impusieron en virtud del Capítulo VII de la Carta de las Naciones Unidas.	1
Ø Instar a los organismos regionales y/o subregionales pertinentes a desarrollar e implementar políticas, actividades y actividades de promoción en beneficio de los niños afectados por conflictos armados.	1
82. Si bien Al-Qaida, los talibanes y sus asociados tal vez no mantengan estructuras y sistemas sofisticados que proporcionen control operacional a sus seguidores, tienen, no obstante, una capacidad militar funcional, como lo indica, por ejemplo, la insurgencia en el Afganistán. A nivel táctico y operacional, Al-Qaida, los talibanes y sus asociados han utilizado equipo tanto militar como civil, como radios de corto alcance y teléfonos móviles y por satélite.	0
Con ese fin, recuerdo que los dirigentes libaneses habían vuelto a convocar el Diálogo Nacional después de los acontecimientos de mayo de 2008, cuyo mandato principal era elaborar una estrategia de defensa nacional que abordara la cuestión crítica de las armas fuera del control del Estado.	1
