en_es_GOOGLE	MatConf
Un capo pirata somalí, Mohamed Abdi Hassan, conocido como &quot;Afweyne&quot;, fue arrestado en octubre de 2013 en Bruselas. Otro líder pirata, Mohamed Garfanji, fue arrestado en agosto de 2014 en Mogadiscio por posesión de armas ilegales y por otros cargos relacionados con la piratería.	1
463. De conformidad con la resolución 38 de la Asamblea Nacional, de diciembre de 2003, se creó un comité parlamentario para mejorar la paz, la seguridad y el desarrollo en los estados de Darfur, integrado por unas 59 personas.	0
El artículo 75 del Estatuto establece que la Corte puede dictar una orden directamente contra una persona condenada especificando reparaciones apropiadas para las víctimas o respecto de ellas, incluidas la restitución, la indemnización y la rehabilitación.	1
Advirtió que si las FDLR no muestran un compromiso importante antes del 2 de enero de 2015, las Fuerzas Armadas de la República Democrática del Congo (FARDC), con el apoyo de la MONUSCO, deberán iniciar operaciones militares para su neutralización.	1
5. Mientras los maoístas se preparaban para trasladar sus fuerzas al acantonamiento, emprendieron una campaña de reclutamiento que alcanzó su punto máximo en noviembre de 2006.	1
Las personas que son repatriadas por la fuerza desde China suelen ser sometidas a tortura, detención arbitraria, ejecución sumaria, aborto forzado y otras formas de violencia sexual.	1
Pero ahora, lo que Afganistán ha logrado se está viendo enormemente corroído por graves desafíos a la seguridad y la estabilidad del país.	0
El espantoso plan de los terroristas concluyó la mañana del 18 de marzo con otro atentado con bomba en Alepo. Los terroristas takfiríes, junto con quienes los apoyan y les proporcionan abiertamente dinero y armas, continúan llevando a cabo operaciones terroristas como parte de una conspiración dirigida contra Siria, su pueblo y sus instituciones.	1
Esperamos que, ante esta clara amenaza a la paz y la seguridad internacionales, el Consejo de Seguridad actúe sin emplear el doble rasero que ha caracterizado su actuación pasada en esta materia, para adoptar de manera urgente y decisiva el proyecto de resolución que se está presentando. por Argelia en nombre de los miembros del Grupo Árabe.	0
Recordando sus resoluciones sobre el reclutamiento y la utilización de niños y los conflictos armados,	1
:: Aplicar una estrategia de comunicaciones más proactiva con miras a mejorar la comprensión del papel del Comité y de la Dirección Ejecutiva en la esfera de la lucha contra el terrorismo.	0
Se tomarían medidas decididas para prevenir y combatir la violencia de género, incluida la explotación y el abuso sexuales.	0
La primera es cómo el Comité puede garantizar mejor que las medidas de sanciones promuevan la paz y la estabilidad en Afganistán, y la segunda se refiere a los continuos desafíos judiciales a la implementación de las medidas por parte de los Estados miembros.	1
Sin embargo, los Estados deberían penalizar los actos cometidos contra otro Estado de la misma manera.	1
El Ministerio de Justicia ha establecido una célula especializada en redistribución de justicia y prisiones, con asistencia técnica proporcionada por la ONUCI, para facilitar el proceso de redistribución de los sistemas policial, judicial y penitenciario.	0
De los 17 acusados en relación con el ataque contra el Primer Ministro, 13 fueron condenados a penas de prisión de nueve años y cuatro meses, mientras que un acusado fue condenado a 10 años y ocho meses. El 14 de junio, el Tribunal de Apelación confirmó las sentencias.	1
En las consultas privadas que siguieron, los miembros del Consejo expresaron su apoyo a la UNSMIL y tomaron nota de los esfuerzos de estabilización del Gobierno Provisional.	0
:: Estrecha cooperación con los demás órganos subsidiarios pertinentes del Consejo, en particular los comités del Consejo de Seguridad establecidos en virtud de las resoluciones 1267 (1999) y 1540 (2004), y sus expertos, incluso en materia de intercambio de información, visitas y asistencia técnica, según proceda .	0
La ONUCI también está contratando personal para su Dependencia de Conducta del Personal.	0
Creemos firmemente que esa visita contribuirá enormemente a la revitalización del proceso de paz y allanará el camino para nuevos acontecimientos positivos en la región devastada por el conflicto.	0
Es significativo señalar que el 22 de mayo de 2005, aproximadamente una semana antes de la segunda batalla de Baidoa, llegó a BAM un cargamento muy grande de armas desde Yemen, a través de las redes de comercio de armas.	1
Nos preocupa profundamente que los procesos ad hoc establecidos con este fin parezcan haber fracasado.	0
Tayikistán creó el Departamento de Vigilancia Financiera (su unidad de inteligencia financiera) en octubre de 2009 y preparó un nuevo proyecto de ley contra el blanqueo de dinero y la financiación del terrorismo en noviembre de 2010.	0
Cuando las fuerzas internacionales comenzaron a arrestar personas, un reducido personal del sector judicial llevó a cabo audiencias previas al juicio y de detención.	1
Varios factores actúan en su contra, pero si tienen éxito, la amenaza terrorista aumentará aún más.	1
Autoría o coautoría de crímenes internacionales	1
El terrorismo de Al-Qaida comprende ahora tres grupos distintos pero interrelacionados: primero, los antiguos dirigentes cuyos nombres son bien conocidos; en segundo lugar, los combatientes que asistieron a los campos de Afganistán y se graduaron como terroristas experimentados; y tercero, una nueva y creciente generación de partidarios que tal vez nunca hayan abandonado sus países de residencia pero que hayan abrazado los elementos centrales del mensaje de Al-Qaida.	1
El Consejo reitera su intención de seguir luchando enérgicamente contra la impunidad y defendiendo la rendición de cuentas con los medios adecuados.	0
Observando con profunda preocupación el aumento de la violencia y los crecientes combates intertribales, así como la violencia y la impunidad sexual y de género, y reiterando su profunda preocupación por los ataques contra el personal humanitario y el personal de mantenimiento de la paz, la seguridad de los civiles, y pidiendo a todas las partes en Darfur a que cesen inmediatamente sus acciones ofensivas y se abstengan de nuevos ataques violentos que causen la consiguiente mala situación de la ayuda humanitaria y un acceso restringido a las poblaciones necesitadas,	1
13. Esta situación complicó los esfuerzos por lograr la paz y la reconciliación.	1
Durante el período que abarca el informe, se finalizó un panorama general preliminar de la evaluación de riesgos para Kosovo y se inició el proceso de evaluación de riesgos en todas las regiones.	0
&quot;El Consejo de Seguridad alienta a los Estados miembros a desarrollar y mantener un sistema penal nacional eficaz y basado en el estado de derecho con disposiciones para la cooperación penal judicial en materia de extradición y asistencia jurídica mutua, en particular para acelerar, simplificar y dar prioridad a la extradición y la asistencia jurídica mutua. solicitudes en casos relacionados con el terrorismo e implementar las mejores prácticas internacionales y regionales en el campo de la extradición y la asistencia legal mutua, consistentes con el derecho internacional, en particular el derecho internacional de los derechos humanos, el derecho de los refugiados y el derecho humanitario.	0
64. Desde 1950, la República Popular Democrática de Corea ha participado en el secuestro sistemático, la denegación de repatriación y la posterior desaparición forzada de personas de otros países en gran escala y como cuestión de política de Estado.	1
En la región de Bakool, también en Somalia central, los enfrentamientos de los días 10 y 11 de junio entre milicianos de los clanes Hadamo y Ogaden en la zona de El-Barde provocaron al menos cuatro muertos y diez heridos. El 15 de junio, al menos 16 personas murieron y otras 20 resultaron heridas en enfrentamientos entre milicias rivales por los derechos sobre la tierra y los pastos en la misma zona.	1
Por lo tanto, nos decepcionó que el informe del Secretario General (S/2011/540) recomendara solo una reducción parcial de las fuerzas de refuerzo.	0
Aunque el terrorismo no se menciona específicamente como un hecho constante, ciertamente es un área de preocupación, ya que muchos de los factores antes mencionados tienen el potencial de alimentar actos terroristas en la región.	1
Sin embargo, no sabía cuántos habían sido liberados y cuántos seguían detenidos.	0
El resultado final debe ser estable y sostenible. Por tanto, no deberían fijarse plazos artificiales.	0
