en_es_TRANSFORMERS	VerConf
El 14 de abril de 2012, el Consejo de Seguridad aprobó la resolución 2042 (2012), en la que tomó nota del compromiso del Gobierno sirio de aplicar la propuesta de seis puntos del Enviado Especial de las Naciones Unidas, Sr. Annan; pidió la aplicación urgente, amplia e inmediata de todos los elementos de la propuesta; exhortó a todas las partes en Siria, incluida la oposición, a que pusieran fin de inmediato a toda forma de violencia armada en todas sus formas; y expresó su intención de establecer, inmediatamente después de celebrar consultas entre el Secretario General y el Gobierno sirio, una misión de supervisión de las Naciones Unidas en Siria para vigilar el cese de la violencia armada en todas sus formas por todas las partes.	1
El Equipo considera que la amenaza de Al-Qaida sigue diversificando, con la evolución de una serie de afiliados estrechamente vinculados y el aumento de personas y células radicalizadas de manera autónoma que se basan en la ideología de Al-Qaida.	1
En particular, quisiéramos expresar nuestra profunda preocupación por el estancamiento del desarrollo socioeconómico y la seguridad alimentaria de Haití.	1
248. Muchos de los ataques terrestres y aéreos contra aldeas causaron la muerte indiscriminada de civiles.	0
El mayor y más mortífero de estos incidentes fue el ataque no provocado por milicias tribales contra el campamento de desplazados internos de Aro Sharow y las aldeas de Gosmino y Ardja en la zona de Kulbus, en Darfur occidental, cerca de la frontera con el Chad, que tuvo lugar el 28 de septiembre.	0
Pedimos a todos los grupos armados signatarios del Acuerdo de Uagadugú que se desvinculen de los grupos terroristas.	1
Condena el uso de [canal de televisión nacional] y otros medios de comunicación para incitar a la discriminación, la hostilidad, el odio y la violencia, incluso contra [la Misión de las Naciones Unidas pertinente], así como los actos de intimidación y violencia contra periodistas, y pide que se levanten todas las restricciones impuestas al ejercicio del derecho a la libertad de expresión en [el país afectado];	1
1. Condena inequívocamente todos los actos, métodos y prácticas terroristas por considerarlos criminales e injustificables, independientemente de su motivación, en todas sus formas y manifestaciones, dondequiera y por quienquiera que sean cometidos, en particular los que puedan amenazar la paz y la seguridad internacionales;	1
El Consejo de Seguridad reitera su enérgica condena de todas las violaciones del derecho internacional aplicable cometidas contra las mujeres y las niñas, incluida la violencia sexual y basada en el género y los asesinatos y mutilaciones, en situaciones de conflicto armado y posteriores a un conflicto, e insta a todas las partes a que pongan fin por completo a esos actos con efecto inmediato.	1
En el norte de África y en la región del Sahel y el Sáhara, han aumentado los efectos de las ideologías extremistas de los grupos armados, incluida la Al-Qaida en el Magreb Islámico.	0
Tomamos nota de las preocupaciones en materia de seguridad que, según dice Israel, lo obligan a continuar esos sobrevuelos, en particular las denuncias de violaciones del embargo de armas establecido en virtud de la resolución 1701 (2006).	1
Estudio de caso: ataque a una escuela en Tawila, Darfur septentrional	0
Exigiendo la cesación inmediata y completa por todas las partes en los conflictos armados de todos los actos de violencia sexual contra civiles de conformidad con las resoluciones 1325 (2000), 1820 (2008), 1888 (2009) y 1889 (2009); el reclutamiento y la utilización de niños de conformidad con las resoluciones 1612 (2005) y 1882 (2009); y los ataques indiscriminados contra civiles de conformidad con la resolución 1894 (2009),	1
En algunos Estados, las definiciones vagas o demasiado amplias de los delitos de terrorismo siguen planteando un problema para la aplicación efectiva de la resolución 1373 (2001).	0
Del patrón de daños está claro que fue una explosión de una carga de explosivos altos.	0
En la actualidad es menos probable que se disponga de grandes sumas, aunque no sean fundamentales para el éxito de un ataque.	0
La Alta Comisionada expresó su preocupación por la continuación de los abusos generalizados y la cultura de impunidad imperante en todo el país, en particular en la zona de confianza, y por la erosión del estado de derecho en las zonas controladas por el Gobierno y las Forces nouvelles.	1
Sin crear ninguna nueva obligación internacional, este instrumento no vinculante reitera la obligación de los Estados de garantizar el respeto y la aplicación del derecho internacional humanitario y las normas internacionales de derechos humanos mediante la legislación nacional, y se centra en la función de los Estados de proporcionar a las víctimas recursos adecuados, eficaces, rápidos y apropiados, incluida la reparación.	0
En esa reunión, las partes acordaron una mayor cooperación en las cuestiones del estudio ferroviario y el regreso de los refugiados y los desplazados internos.	0
Expresé la profunda preocupación de este Consejo y del Secretario General por el reciente aumento de las tensiones Norte-Sur, así como por la continua falta de progresos en relación con Abyei y otras cuestiones posteriores al Acuerdo General de Paz.	1
Sobre la base de lo anterior, el Ministerio de Relaciones Exteriores de Georgia sostiene que la retirada de la Federación de Rusia de la decisión de 19 de enero de 1996 del Consejo de Jefes de Estado de la CEI crea una grave amenaza de desestabilización, altera sustancialmente la situación en torno al conflicto y socava el marco jurídico, que determina el formato de paz de la CEI en la zona de conflicto.	1
Los dirigentes políticos y de la sociedad civil de Haití siguen clamando por el consenso nacional en esferas clave, como el presupuesto nacional, la educación, las prioridades de recuperación y desarrollo, las elecciones y la reforma constitucional.	1
En el informe se señalan varios casos, en particular en el sector de la seguridad, que son motivo de gran preocupación.	1
Condenamos enérgicamente los ataques criminales que el grupo terrorista Boko Haram sigue perpetrando en el norte de Nigeria y en los países vecinos.	1
52. El Estado también ha utilizado el hambre deliberada como medio de control y castigo en los centros de detención.	0
En el informe del Equipo se examina por qué muchos Estados todavía no reconocen todo el potencial del régimen de sanciones.	1
Por lo tanto, a juicio de la Comisión, esto puede equivaler a crímenes de lesa humanidad.	1
La campaña electoral, que acaba de comenzar, se rige por la Ley y el Reglamento Electoral del Órgano Conjunto de Gestión Electoral y es supervisada por observadores internacionales.	0
65. El Mayor Reinado y 11 de sus hombres habían llegado a la zona desde Aileu esa mañana, con civiles y 10 oficiales de la URP armados con fusiles automáticos.	0
Esta es una razón más para intensificar los esfuerzos encaminados a una prohibición de viajar bien orientada y debidamente aplicada a las personas incluidas en la Lista, en particular las que están estrechamente vinculadas a este establecimiento de redes y a esa facilitación.	0
Se está desarrollando una comprensión genuina de los desafíos que enfrenta cada país.	1
40. La UNODC finalizó la construcción de un nuevo bloque para 40 reclusas en la prisión de Boosaaso, Puntlandia, y prosigue la construcción de otro bloque para 200 reclusos varones, así como la construcción de una nueva casa de portería y un nuevo arsenal.	0
En las reuniones internacionales, el Equipo ha podido juzgar el conocimiento que tiene un Estado del régimen de sanciones sin el beneficio de la preparación.	0
Además, la subregión sigue enfrentándose a problemas relacionados con la aplicación de la ley, el estado de derecho y el respeto de los derechos humanos.	0
