en_es_DEEPL	VerCoop
Sin embargo, la eficacia de los controles podría mejorarse considerablemente aumentando las patrullas policiales y adquiriendo equipos de detección, sobre todo teniendo en cuenta la porosidad de las fronteras de la subregión.	0
9. Pide al Secretario General que siga informando periódicamente, y al menos cada tres meses, sobre la situación en la República Democrática del Congo y sobre las actividades de la MONUC, y que facilite al Consejo de Seguridad, con la misma periodicidad, una actualización específica sobre la situación militar;	0
Las tres entidades también pusieron en marcha un programa cuatrienal sobre investigaciones y enjuiciamientos eficaces en la lucha contra el terrorismo, respetando los derechos humanos y el Estado de Derecho en el Magreb.	0
601. Por lo tanto, se propone la creación de una comisión internacional de indemnización compuesta por 15 miembros, 10 nombrados por el Secretario General y 5 nombrados por un organismo sudanés independiente.	1
Tomando nota del informe del Secretario General sobre la protección de los civiles, de 29 de mayo de 2009 (S/2009/277), y de su anexo sobre las limitaciones al acceso humanitario, en el que se señalan los principales retos para la protección efectiva de los civiles, a saber: mejorar el cumplimiento del derecho internacional; mejorar el cumplimiento por los grupos armados no estatales de las obligaciones que les incumben en virtud del derecho internacional; mejorar la protección mediante misiones de mantenimiento de la paz y otras misiones pertinentes de las Naciones Unidas más eficaces y dotadas de mejores recursos; mejorar el acceso humanitario; y mejorar la rendición de cuentas por las violaciones,	1
6. La Dirección Ejecutiva intensificará su cooperación con los órganos pertinentes de las Naciones Unidas, incluidos el Equipo de Vigilancia del Comité del Consejo de Seguridad establecido en virtud de la resolución 1267 (1999) y el Grupo de Expertos del Comité del Consejo de Seguridad establecido en virtud de la resolución 1540 (2004), así como con diversas organizaciones internacionales, regionales y subregionales, incluso en el contexto de las visitas del Comité a los Estados Miembros.	1
424. El hecho de que los Janjaweed dominen a la policía es una tendencia que comenzó incluso antes de la crisis actual y que podía detectarse a partir de la información proporcionada por el propio Gobierno.	0
Al mismo tiempo, el Consejo reconoce que el Representante Especial del Secretario General, asistido por asesores civiles, podría desempeñar un papel clave de coordinación en la prestación de asistencia humanitaria, el restablecimiento del orden público, el funcionamiento de las instituciones públicas, así como la rehabilitación, la reconstrucción y la consolidación de la paz, que conducen a un desarrollo sostenible a largo plazo.	1
"El Consejo subraya la utilidad de seguir desarrollando asociaciones eficaces entre las Naciones Unidas y las organizaciones regionales y subregionales pertinentes, a fin de posibilitar respuestas tempranas a las controversias y crisis incipientes y reforzar el papel de las Naciones Unidas en la prevención de conflictos.	0
Es importante dar a las mujeres, que son las primeras víctimas de la violencia en todas sus manifestaciones, un papel primordial en el mantenimiento y la consolidación de la paz, y es aún más importante y urgente hacerlo en el proceso de prevención de conflictos.	0
1. Las filiales de Al Qaeda ganaron terreno en el norte de Mali en 2012, lo que desencadenó una crisis política y la intervención internacional.	0
Pide al Secretario General que vele por que sus [Representantes Especiales para los países vecinos] coordinen las actividades de [sus respectivas misiones], compartan la información militar de que disponen, en particular la relativa a los movimientos transfronterizos de elementos armados y al tráfico de armas, y pongan en común sus recursos logísticos y administrativos, en una medida que no afecte a la capacidad de llevar a cabo sus respectivos mandatos, a fin de maximizar la eficiencia y la relación coste-eficacia.	1
En este sentido, nos preocupa especialmente la continua falta de avances en los ámbitos de la libertad de circulación de las minorías, los retornos sostenibles y la representación relevante de las minorías en las estructuras gubernamentales y en el sector público en su conjunto.	0
1. Elogia los continuos esfuerzos de la Unión Africana, en particular del Presidente Olusegun Obasanjo de Nigeria, Presidente de la Unión Africana, y del Presidente Thabo Mbeki de la República de Sudáfrica, Mediador de la Unión Africana, de la Comunidad Económica de los Estados de África Occidental (CEDEAO) y de los dirigentes de la región para promover la paz y la estabilidad en Costa de Marfil, y les reitera su pleno apoyo;	1
El seminario, celebrado en la Sede de las Naciones Unidas, permitió a los fiscales participantes determinar los retos comunes que plantea el enjuiciamiento de los delitos de terrorismo y compartir los éxitos obtenidos en el enjuiciamiento efectivo de terroristas, respetando al mismo tiempo el Estado de Derecho y los derechos humanos.	0
También han reiterado su honda preocupación por los problemas del terrorismo, la piratería, la toma de rehenes y la grave situación humanitaria. En este contexto, han subrayado la necesidad de que se apliquen rápidamente todas las resoluciones pertinentes del Consejo de Seguridad, incluso por parte de las instituciones federales de transición, según proceda.	0
El 24 de noviembre, en el Salón, el Consejo recibió un informe de 90 días de la Presidencia del Comité del Consejo de Seguridad establecido en virtud de la resolución 1591 (2005) relativa a Sudán. La Presidenta del Comité fue la Embajadora María Cristina Perceval (Argentina), quien puso al Consejo al corriente de las actividades del Comité durante el período que abarca el informe, incluida la colaboración con los Estados Miembros de la región para determinar las lagunas de información e informar sobre las necesidades de creación de capacidad para promover la aplicación de las medidas de sanción.	1
Medidas iniciales 39. Para resolver un delito de esta magnitud se requiere una sólida capacidad de gestión, funciones claras, coordinación y acceso a competencias, mano de obra, equipos y medios de asistencia suficientes.	1
Esta invitación, así como la cooperación que el Relator Especial recibió durante su visita, reflejan el compromiso del Gobierno de Burkina Faso para garantizar que sus esfuerzos en la lucha contra el terrorismo están en consonancia con las leyes y normas internacionales de derechos humanos.	1
El Consejo subraya la necesidad de mejorar la coordinación transfronteriza y el intercambio de información entre estas misiones, así como entre todos los demás actores de la región, para anticipar mejor los movimientos del ERS y las amenazas inminentes de ataque.	1
Se presta especial atención al sector de la seguridad. También se examinan las actuaciones del Gobierno, el Presidente y la UNOTIL.	0
"El Consejo de Seguridad exhorta al Secretario General a que redoble sus esfuerzos para asegurar el fortalecimiento de las capacidades del Mecanismo de Supervisión y Presentación de Informes con miras a la aplicación de la resolución 1882 (2009) a fin de permitir una pronta promoción y una respuesta eficaz a todas las violaciones y abusos cometidos contra los niños, entre otras cosas velando por que todos los organismos pertinentes de las Naciones Unidas ayuden activamente a recopilar información precisa, objetiva, fiable y verificable sobre los actos de violación y otros actos de violencia sexual cometidos contra los niños, y también garantizando las sinergias y evitando las superposiciones entre las entidades pertinentes de las Naciones Unidas, en la sede y en los países, como se pide en las resoluciones 1882 (2009) y 1888 (2009).	1
Hago un llamamiento a la comunidad de donantes para que contribuyan generosamente a las actividades de retirada de minas de Landmine Action, que son esenciales para proporcionar un entorno seguro a la población local, así como al personal militar y civil de las Naciones Unidas en el Sáhara Occidental.	1
