en_es_DEEP	VerConf
Las camionetas tenían DShK (ametralladoras montadas en trípode de 12,7 mm) instaladas en la parte trasera, y una tenía un sistema de lanzamiento de cohetes Hound que se usaba para disparar cohetes hacia y a través de la aldea.	0
La Red Siria por los Derechos Humanos no pudo recopilar información sobre las muertes en zonas aisladas por el régimen.	1
16. A pesar de la derrota militar del M23, los grupos armados congoleños y extranjeros, incluidas las Fuerzas Democráticas Aliadas (ADF), las Fuerzas Democráticas para la Liberación de Ruanda (FDLR) y los numerosos grupos Mayi-Mayi, siguen representando una amenaza para la población civil. y la estabilidad y el desarrollo generales de la zona oriental de la República Democrática del Congo y la región de los Grandes Lagos.	1
30. Las Fuerzas Armadas Sudanesas han redesplegado todas sus fuerzas desde el sur del Sudán, mientras que el redespliegue supervisado y verificado del SPLA sigue siendo del 34,8 por ciento de una dotación declarada de 59.168 efectivos.	0
12. Mientras tanto, se lograron nuevos avances hacia el establecimiento de una "célula de fusión de inteligencia" en el marco del mecanismo tripartito. Los días 16 y 17 de agosto, una delegación de los Estados Unidos, acompañada por oficiales militares rwandeses, ugandeses y congoleños, visitó Kisangani para evaluar los avances hacia su establecimiento.	0
La Comisión recibió información creíble de que operadores de inteligencia militar o de seguridad se llevaron a varias personas.	0
485. Es decepcionante que los comités se limitaran al delito de violación y no procesaran los casos en que se denunciaron otras formas de abuso sexual, incluido el intento de violación.	0
171. La terminal de frutas del puerto de Abidján es claramente un lugar estratégico para la descarga de bienes y equipo militares y requiere una mayor vigilancia de la ONUCI.	1
También es indiscutible que, como Potencia ocupante, Armenia tiene responsabilidad directa por la comisión de esos delitos.	1
El Consejo exige el fin inmediato de todos los ataques del LRA e insta al LRA a liberar a todos los secuestrados, desarmarlos y desmovilizarlos.	1
Acojo con satisfacción las medidas adoptadas por la Unión Africana y los países de la región afectados por el LRA para definir mejor una estrategia coordinada para hacer frente al grupo armado y mejorar la protección de los civiles.	0
Expresamos nuestra grave preocupación por la difícil situación de los palestinos en la Franja de Gaza.	1
La EUFOR adoptó una postura de "fuera de la vista pero no en el horizonte", estando preparada para intervenir si la situación se deterioraba, y se desarrollaron planes de contingencia para el despliegue de fuerzas de reserva, si fuera necesario.	0
91. El Equipo de Vigilancia tiene el mandato de estudiar e informar sobre la naturaleza cambiante de la amenaza, incluso mediante el diálogo con académicos y órganos académicos pertinentes.	0
Si bien tanto Pristina como Belgrado condenaron enérgicamente el incidente y pidieron el arresto de los perpetradores, cada parte ha afirmado que la otra es responsable de provocar el incidente.	1
Hemos tomado nota de la cautela expresada por el Secretario General y la misión de evaluación técnica con respecto a la reforma del sector de la seguridad, y especialmente con respecto a la PNTL.	1
Ningún testigo presencial informó que se hubieran lanzado panfletos, o que se hubieran dado advertencias por radio o a través de los jefes tribales, o que aviones hubieran volado a baja altura sobre las aldeas para advertir a los civiles de un ataque inminente.	1
b) La disolución y el desarme de todas las milicias libanesas y no libanesas;	0
139. Uno de esos grupos es el Movimiento Nacional para la Reforma y el Desarrollo (NMRD). El 6 de junio, el NMRD publicó un manifiesto en el que afirmaba que no era parte del acuerdo de alto el fuego concertado entre el Gobierno y el SLM/A y el JEM en abril, y que lucharía contra el Gobierno.	1
Muchos hombres fueron arrestados y llevados a la comisaría.	0
Gravemente preocupado por la amenaza del terrorismo y el riesgo de que actores no estatales* como los identificados en la lista de las Naciones Unidas establecida y mantenida por el Comité establecido en virtud de la resolución 1267 del Consejo de Seguridad y aquellos a quienes se aplica la resolución 1373, puedan adquirir, desarrollar, traficar o utilizar armas nucleares, químicas y biológicas y sus sistemas vectores,	1
a) Seguir recordando a los Estados Miembros su obligación de extraditar o enjuiciar de conformidad con los instrumentos internacionales de lucha contra el terrorismo aplicables en los que son partes y recordarles su obligación de velar por que las alegaciones de motivación política no se consideren motivo de rechazar solicitudes de extradición de presuntos terroristas;	1
a) Fortalecer la capacidad de sus regímenes de lucha contra el blanqueo de dinero y la financiación del terrorismo, con especial atención a las unidades de inteligencia financiera, la congelación de fondos y activos de terroristas y la regulación de organizaciones benéficas;	0
Profundamente preocupado por las actividades armadas y el bandidaje en [la región] que amenazan la seguridad de la población civil, la realización de operaciones humanitarias en esas zonas y la estabilidad de esos países, y que resultan en graves violaciones de los derechos humanos y del derecho internacional humanitario.	1
Al menos tres de los 142 talibanes incluidos en la lista han sido arrestados, aunque los cargos específicos contra ellos siguen sin estar claros.	0
Además, existe la preocupación de que el tráfico activo de armas a cambio de drogas que emana del Afganistán pueda dar lugar a la financiación del terrorismo en los Estados vecinos de Asia Central, mediante las actividades de mensajeros de dinero en efectivo.	1
Creemos que Somalia se enfrenta a un desafío similar al de un corredor de maratón, ya que la redacción de la constitución debe finalizar antes del 20 de abril y su aprobación debe completarse el 22 de mayo.	1
Cuatro Estados han creado unidades especializadas de lucha contra el terrorismo y tres han adoptado medidas en esa dirección.	0
En ese sentido, pensamos que las acciones destructivas encaminadas a obtener beneficios políticos unilaterales deben condenarse categóricamente.	1
4. El reciente intercambio de visitas de alto nivel entre el Iraq y Kuwait proporcionó un entorno positivo para los contactos del Coordinador con los representantes del Iraq y Kuwait, así como con los demás miembros de la Comisión Tripartita y su Subcomité Técnico, que sigue siendo el principal órgano de que se ocupa de la cuestión de las personas desaparecidas durante la Guerra del Golfo de 1990-1991.	0
Sin embargo, nos preocupan los acontecimientos recientes, que han sido testigos de un aumento de las tensiones entre los miembros de las comunidades locales y las fuerzas de la ISAF.	1
3. Las tensiones políticas en torno a las elecciones de 2012 aumentaron durante el período que abarca el informe. El 9 de septiembre de 2011, un convoy que transportaba al brigadier Julius Maada Bio (Rtd), candidato presidencial del SLPP, fue atacado por partidarios del APC en Bo, en la región meridional, resultando herido.	0
Entre esas preocupaciones cabe destacar una: el deterioro de la situación de seguridad en las últimas semanas y meses.	1
El Consejo de Seguridad reconoce la necesidad de una colaboración constante de los organismos humanitarios con todas las partes en un conflicto armado con fines humanitarios, incluidas actividades destinadas a garantizar el respeto del derecho internacional humanitario.	0
La interdicción del movimiento transfronterizo ilegal es vital para la lucha contra el terrorismo, el tráfico de drogas y el contrabando comercial.	1
16. En segundo lugar, la delincuencia transfronteriza debilita las capacidades del Estado, incluidas las militares y policiales.	0
Acogiendo con beneplácito el papel de la Unión Africana en los esfuerzos por resolver los conflictos en el continente africano y expresando su apoyo a las iniciativas de paz llevadas a cabo por la Unión Africana y a través de organizaciones subregionales,	0
