es	QuadClass
A fin de responder con eficacia a la naturaleza asimétrica de la amenaza terrorista, es esencial reforzar la cooperación mediante el intercambio permanente de información entre las fuerzas del orden, los órganos encargados de la seguridad fronteriza y los servicios de inteligencia.	2
Para sospechar de determinadas personas como autores, es necesario determinar los crímenes internacionales cuya responsabilidad cabría imputarles.	0
El proyecto de ley tampoco contemplaba la adopción de medidas especiales en favor de los niños que habían sido víctimas o testigos o que hubieren sido acusados.	0
La lucha por el poder se manifiesta de diversas formas y tiene por objeto granjearse el apoyo de las distintas fuerzas sociales que coexisten en la sociedad civil y la opinión pública a fin de obtener más apoyo popular o influencia.	0
Un importante líder de Al-Itihaad encargado de campamentos de entrenamiento compró fusiles de asalto AK-47, ametralladoras PKM, lanzacohetes RPG-7, granadas de mano F1, fusiles lanzagranadas, munición de mortero de 60 y 82 milímetros en el mercado de armas de Irtogte entre el 7 y el 21 de noviembre de 2004. El mismo individuo compró 2 ametralladoras PKM, 10 ametralladoras medianas SG-43, 120 pistolas Tokarev TT-33 y 60 cargadores para rifles de asalto AK-47 el 27 de noviembre de 2004, así como 16 ametralladoras PKM y munición para lanzacohetes RPG-7 el 15 de enero de 2005 (S/2005/153, anexo II).	1
Al final del período que se examina, la Policía de la UNMIK constaba de aproximadamente 4.400 oficiales de 53 países, que representaban más del 90% de la dotación total autorizada.	1
Se adjunta a la presente el programa de trabajo del Comité del Consejo de Seguridad establecido en virtud del párrafo 6 de la resolución 1373 (2001), que comprende el período del 1° de julio al 31 de diciembre de 2009 (véase el anexo).	0
Su innovación fue trasladar los objetivos de los países musulmanes a Occidente, en particular los Estados Unidos de América y, definiendo su terrorismo como una lucha entre el Islam y sus enemigos, pudo reunir bajo una sola bandera a varios grupos dispares que a menudo competían entre sí.	3
Los organismos encargados del cumplimiento de la ley están bien estructurados y se han establecido órganos, comités y unidades especiales para la lucha contra el terrorismo.	0
Reiterando su apoyo a la lucha contra la producción y el tráfico ilícitos de drogas desde el Afganistán y de precursores químicos hacia el Afganistán, en los países vecinos, los países situados en las rutas de tráfico, los países de destino de las drogas y los países productores de precursores,	4
Las milicias siguen atacando so pretexto de que no son parte en ningún acuerdo y el Gobierno no las ha detenido.	1
El día de la explosión se interrogó a 10 personas y durante los dos meses siguientes a unas 40 personas.	2
Aun así, en Puerto Príncipe, el acusado aumento de la violencia y la delincuencia, incluidos los secuestros, generó grave preocupación entre la población durante mayo y junio.	1
El General Moges concluyó su exposición alertando de que, con la llegada de la estación seca, el riesgo de que se reanudaran las hostilidades era mayor, razón por la que la UNISFA había aumentado las patrullas, pero subrayó que sin diálogo no sería posible evitar que la situación se deteriorase en algún momento.	3
Tras la reunión que celebró el 8 de septiembre de 2010, el Grupo de Trabajo aprobó sus conclusiones sobre los niños y el conflicto armado en Colombia (véase S/AC.51/2010/3).	0
Recalcando la obligación impuesta a todos los Estados Miembros de aplicar cabalmente la resolución 1373 (2001), especialmente en lo que respecta a los talibanes o Al-Qaida y a las personas, los grupos, las empresas y las entidades asociados con Al-Qaida, Osama bin Laden o los talibanes que hayan participado en la financiación, planificación, facilitación, preparación o comisión de actos de terrorismo, reclutado gente para cometerlos o prestado apoyo de otro tipo para ellos, así como de facilitar el cumplimiento de las obligaciones de luchar contra el terrorismo de conformidad con las resoluciones del Consejo de Seguridad en la materia,	3
El 12 de noviembre, tuvo lugar otro atentado suicida con bomba en una escuela de Kontagora, en el estado del Níger, en el que decenas de personas resultaron heridas. El 25 de noviembre dos niñas suicidas dieron muerte a más de 45 personas en el mercado de Maiduguri. El 27 de noviembre, el estallido de una bomba en la zona de Maraba-Mubi, en el estado de Adamawa, provocó la muerte de, por lo menos, 40 personas. El 28 de noviembre, un ataque contra la mezquita central de Kano dejó un saldo de por lo menos 120 muertos y 270 heridos.	1
Decide que las medidas [de prohibición de viajar y congelación de activos] mencionadas en el párrafo [pertinente] de la presente resolución se aplicarán a las siguientes personas y, cuando corresponda, entidades, designadas por el Comité: ... e) las personas o entidades que operan en [el país afectado] y que cometan graves violaciones mediante actos dirigidos deliberadamente contra ... mujeres en situaciones de conflicto armado, incluidos asesinatos y mutilaciones, actos de violencia sexual, secuestros y desplazamientos forzados;	1
Se quemaron dos vehículos y se saquearon las oficinas de la planta baja.	1
Los tres grupos geográficos actuales (A, B y C) se mantendrán sin cambios y seguirán constituyendo la estructura básica de gestión dentro de la Oficina de Evaluación y Asistencia Técnica.	0
Según informes de testigos, en enero de 2004 los rebeldes atacaron y saquearon una comisaría de policía y oficinas estatales de Yassin, en Darfur meridional.	1
La fuerza también ha identificado recursos militares que se están utilizando muy poco y podrían ser repatriados sin que ello perjudicara la capacidad de la Misión para llevar a cabo operaciones.	0
Sin estas evaluaciones de referencia y sin objetivos convenidos, es difícil determinar el alcance y las dimensiones del problema, elaborar proyectos eficaces y vigilar los progresos.	0
El Consejo de Seguridad reconoce que los derechos humanos de las mujeres y las niñas corren un riesgo particular en las situaciones de conflicto armado y posteriores a los conflictos, y señala que en cierto número de esas situaciones los miembros de la sociedad civil que se ocupan de las cuestiones de derechos humanos de las mujeres pueden ser escogidos como blanco.	3
La capacidad de congelar fondos y activos vinculados al terrorismo es en general insuficiente y limitada en todos los Estados.	0
La Comisión ha constatado también que las fuerzas armadas del Gobierno, el aparato de seguridad del Estado y los servicios de inteligencia militar son responsables de la retención ilegal y el arresto de civiles.	3
Por consiguiente, el Comité transmitirá esas recomendaciones al Comité contra el Terrorismo establecido en virtud de la resolución 1373 (2001).	0
"Como indicó en una declaración política dada a conocer en marzo de 2003, ""el Movimiento y Ejército de Liberación del Sudán es un movimiento nacional que tiene por objetivo, junto con otros grupos políticos afines, abordar y resolver los problemas fundamentales de todo el Sudán."	0
Las exhorta sobre todo a que respeten estrictamente el plazo establecido para celebrar elecciones democráticas antes de noviembre de 2015.	0
Si bien desde la publicación del anterior informe del Equipo no se ha dado a conocer un caso de uso real de semejante artefacto, persiste la preocupación por el hecho de que los grupos y las personas incluidos en la lista siguen interesados en cometer un atentado de ese tipo, así como por noticias de que aún existen fuentes ilícitas de materiales radiológicos, particularmente en las zonas de actividad de Al-Qaida y los talibanes.	3
De conformidad con lo establecido en el artículo 3, que es común a los cuatro Convenios de Ginebra, el derecho internacional humanitario es aplicable también en los conflictos armados que no son de índole internacional.	0
