ar	VerConf
واتخذت 4 دول تدابير قانونية كافية لتجريم توفير الملاذ الآمن؛ وفعلت 4 دول ذلك جزئيا؛ ولم تقدِّم دولتان المعلومات اللازمة في هذا الصدد.	0
ولقد آن أوان اتخاذ المجتمع الدولي تدابير فعالة لحماية وإنفاذ أكثر الحقوق الأساسية للشعب الفلسطيني، وكسر حلقة العنف المفرغة الناجمة عن احتلال إسرائيل غير القانوني المستمر والمتواصل للأراضي الفلسطينية.	1
وعلى الرغم من التّقدم المحرز حتى الآن، فإنّه على الأطراف في الاتّفاق وعلى جميع السلطات المعنية مضاعفة جهودها لضمان وفائها بنجاح بالموعد النهائي لهذين الاستفتاءين.	0
وعلاوة على ذلك، ستقوم اللجنة بتحديد جدول زمني للاجتماعات يسعى إلى تحقيق أهدافها بكفاءة وسرعة.	0
وتشير الأدلة الأولية إلى أن الانفجار وقع في موكب السيارات الذي يقل رئيس الوزراء الحريري لكن نتيجة الانفجار غير معروفة بعد.	0
إن الافتقار إلى هـــذه المشاركـــة سيمنع إحـــراز تقدم فـــي معالجة قضايا هامة تتعلق بالإدارة العامة، ولن يحقق أي تقدم في تحسين صورة كوسوفــو في أذهــان المجتمع الدولـــي.	1
16 - في 17 آذار/مارس، أصدرت مجموعة السبع مذكرة أعربت فيها عن استيائها من رئيس الجمهورية وأوردت قائمة بالعقبات والمصاعب التي ينبغي معالجتها من أجل إحراز تقدم في عملية السلام.	1
وفي 30 آب/أغسطس 2010، أنشأ الجيش الشعبي وحدة لحماية الطفل في بيلفام بولاية وسط الاستوائية دعماً لتنفيذ خطة عمل الأمم المتحدة والجيش الشعبي.	0
وما زالت المناطق التي يحاصرها النظام تتعرض لقصف يومي، مما يسفر عن ذبح المدنيين دون أي اهتمام أو تغطية إعلامية.	0
:: ثمة حاجة إلى قدر أكبر من الاتساق في إنشاء آليات تقصي الحقائق والولايات الممنوحة لها.	0
110- ولا يزال بعض المراقبين غير مقتنع بمدى أهمية هذا التهديد، في حين ينتقد آخرون إيلاء الأولوية للإرهاب الكيميائي أو البيولوجي أو الإشعاعي أو النووي على جوانب أخرى من الإرهاب أو أنواع أخرى من التهديد.	1
وتستعين جمهورية كوريا الشعبية الديمقراطية بالدعاية كذلك في الحض على الكراهية القائمة على النعرة القومية تجاه أعداء الدولة الرسميين بما في ذلك اليابان والولايات المتحدة الأمريكية وجمهورية كوريا ومواطنيها.	0
:: تقديم من يقومون بتمويل الأعمال الإرهابية أو يخططون لها أو يدعمونها أو ييسِّرونها للمحاكمة، مع الإشارة خاصة إلى مبدأ "التسليم أو المحاكمة"، وفقا للقانون الدولي، بما في ذلك قانون حقوق الإنسان	1
31 - يشجع الدول على أن تقدم طلبات رفع أسماء الأفراد الذين ثبتت وفاتهم رسميا، ولا سيما في حال عدم كشف أي أصول، ورفع أسماء الكيانات التي أُبلغ أو ثبت أنه لم يعد لها وجود، مع القيام في الوقت نفسه باتخاذ جميع التدابير المطلوبة لكفالة عدم تحويل الأصول التي كانت في حوزة هؤلاء الأفراد أو تلك الكيانات إلى غيرهم من الأفراد أو لجماعات أو المؤسسات أو الكيانات المدرجة أسماؤهم في قائمة الجزاءات المفروضة على تنظيم القاعدة أو توزيعها عليهم، لا في الوقت الحالي ولا في المستقبل؛	0
وشجّع أعضاء المجلس السلطات البوروندية على بذل مزيد من الجهود لتهيئة الظروف اللازمة لإجراء انتخابات غير إقصائية من خلال إقامة حوار سياسي بنّاء وحيّز سياسي مفتوح وإنهاء العنف المنطلق من الدوافع السياسية ومكافحة الإفلات من العقاب، وذلك وفقا للقرار 2137 (2014).	0
وعلى الرغم أيضا من أن الحالة الأمنية عموما ما زال يسودها الهدوء والسلام منذ أن تولت تيمور - ليشتي رسميا كامل المسؤولية عن الأمن في 20 أيار/مايو، فإن أعمال التهريب والاتجار غير المشروع والعبور غير المشروع للحدود ينبغي أن ينظر إليها على أنها مدعاة للقلق، وكذلك التوترات المتعلقة بالمظاهرات التي حدثت في ديلي في تموز/يوليه الماضي.	1
وإذ يساوره بالغ القلق لأن الجماعات الإرهابية التي تستفيد من الجريمة المنظمة العابرة للحدود الوطنية قد تسهم في تقويض الدول المتضررة، وخاصة تقويض أمنها واستقرارها ودعائم الحكم فيها وتنميتها الاجتماعية والاقتصادية،	1
ثم سعى ممثلو الادعاء الهولندي إلى فرض حظر على المؤسسة وحلها وتسليم أية أرصدة ائتمانية في حساب المنظمة المصرفي إلى الدولة ولكن المحكمة قررت أن الحكومة لم تثبت أن فرع مؤسسة الحرمين في هولندا، المستقل والمنفصل عن المنظمة الدولية، قد قام بدعم الإرهاب، وذكر ممثلو الادعاء الهولندي أنهم سوف يطعنون في حكم المحكمة، وسوف يسعون للحصول على معلومات إضافية عن مؤسسة الحرمين وعن السيد العاقل من الولايات المتحدة.	1
