es	VerConf
Algunos Estados han comenzado a reconocerlo elaborando estrategias nacionales amplias contra el terrorismo que van más allá de la aplicación de la ley para hacer que participen distintos agentes sociales.	0
Los 18 Estados que han presentado información sobre la importación y exportación de armas han adoptado algunas medidas para reglamentar la producción, la venta y la transferencia de armas y explosivos.	0
Determinó en particular que fuerzas de Gobierno y milicianos habían perpetrado ataques indiscriminados que incluían el asesinato de civiles, la tortura, desapariciones forzadas, la destrucción de aldeas, violaciones y otras formas de violencia sexual, saqueos y desplazamientos forzados en todo Darfur.	0
La mayoría de las personas en la región rechazan con razón volver al statuo quo anterior, puesto que no se puede esperar que una tregua basada en un resultado tan limitado sea duradera.	1
Al examinar la evolución del riesgo de incitación debe tenerse presente que los medios y las formas de comunicación han evolucionado de manera sustancial desde que se aprobó la resolución 1624 (2005).	1
Reafirmando que el terrorismo en todas sus formas y manifestaciones constituye una de las amenazas más graves para la paz y la seguridad y que todos los actos de terrorismo son criminales e injustificables, cualquiera que sea su motivación y dondequiera y por quienquiera que sean cometidos, y reiterando su condena inequívoca de Al-Qaida y otras personas, grupos, empresas y entidades asociados con ella por los constantes y múltiples actos criminales de terrorismo que tienen como finalidad causar la muerte de civiles inocentes y otras víctimas, destruir bienes y socavar profundamente la estabilidad,	1
No obstante, la Comisión observa que hubo deficiencias en la preparación y la metodología aplicada por la UNOTIL en esta intervención.	1
El detenido puede apelar la decisión ante un juez. No obstante, no existe garantía alguna de acceso inmediato a un abogado defensor.	0
El desarme de las milicias es un asunto prioritario, especialmente en el período que precede a una campaña electoral, dadas las posibilidades de que estalle la violencia con motivaciones políticas.	1
El acceso del socorro humanitario a Darfur ha mejorado espectacularmente gracias al levantamiento gradual de las restricciones desde el verano último.	0
Toma nota de que se ha elaborado la política de diligencia debida en materia de derechos humanos, alienta a la [Misión] a aplicarla plenamente y solicita al Secretario General que en los informes que le presente incluya los avances realizados en la aplicación de esa política;	0
Condenando la corriente ilícita de armas que continúan circulando y entrando en [el país afectado] en contravención de las resoluciones [en las que se prescriben las sanciones], declarando su determinación de seguir vigilando atentamente la aplicación del embargo de armas y otras medidas impuestas por sus resoluciones relativas [al país afectado] ...	1
Condenamos los reiterados ataques terroristas con cohetes contra objetivos civiles israelíes.	1
Igualmente preocupantes resultan las informaciones respecto del aumento de las tensiones entre los partidos del Gobierno y de la oposición en el marco de cuestiones que son decisivas para el futuro Kosovo, así como la persistencia de elementos dispuestos a recurrir a la violencia.	1
Las operaciones de paz de las Naciones Unidas han modificado su postura en consecuencia y muestran una tendencia cada vez mayor a blindarse y atrincherarse, limitando la capacidad tanto del personal uniformado como del personal civil para interactuar con la población local, llegar a sus corazones y sus mentes, mediar en las controversias de carácter local y obtener información -- labor fundamental para la aplicación de los acuerdos de paz y los esfuerzos por resolver los conflictos.	1
El Consejo de Seguridad condena enérgicamente que se siga usando el territorio afgano, especialmente las zonas controladas por los talibanes, para albergar y adiestrar terroristas y planificar actos terroristas, y reafirma su convicción de que la represión del terrorismo internacional es esencial para el mantenimiento de la paz y la seguridad internacionales. Insiste en que los talibanes dejen de proporcionar refugio y adiestramiento a terroristas internacionales y a sus organizaciones, adopten medidas eficaces para que el territorio bajo su control no se albergue instalaciones y campamentos de terroristas, ni sirva para preparar u organizar actos terroristas contra otros Estados o sus ciudadanos, y cooperen en los esfuerzos encaminados a someter a la justicia a las personas acusadas de actos terroristas.	1
La MINURCAT intentó visitar los lugares en los que se produjeron los ataques, pero los dirigentes locales le negaron el acceso.	0
La situación imperante en Siria es motivo de profunda y creciente preocupación para las Naciones Unidas.	1
:: Realizar un ataque que pueda provocar pérdidas de vidas, lesiones a civiles o daños a objetos de carácter civil, o varias de esas cosas a la vez, y que sea excesivo en relación con la ventaja militar concreta y directa prevista;	0
En su informe el Secretario General observa que se ha registrado un cierto progreso en la mayoría de estos ámbitos, salvo en lo que se refiere a la cuestión esencial de la reforma de la administración local y, en particular, a la descentralización, en donde el progreso, en comparación, no es suficiente.	1
El riesgo principal es que África se convierta en el campo de adiestramiento, la base de reclutamiento y el punto de tránsito de los terroristas y en un centro de movilización de fondos para otras actividades ilícitas.	1
"El Consejo de Seguridad condena inequívocamente el ataque terrorista cometido en Marib (República del Yemen) el 2 de julio de 2007, y expresa sus más sinceras condolencias a las víctimas de ese ataque y a sus familiares, así como a los pueblos y Gobiernos de la República del Yemen y del Reino de España.	1
De todos modos, el régimen sigue tropezando con obstáculos en los tribunales, aunque es verdad que el Comité no ha podido demostrar aún la eficacia del proceso adoptado por la Ombudsman.	1
El propósito de Al-Qaida en el Iraq es establecer medios para lanzar ataques en cualquier lugar en que haya objetivos disponibles, ya sea utilizando a sus propios miembros o cooperando con otros grupos que acepten trabajar con ella o, mejor aún, poner en práctica sus instrucciones.	0
La Coalición Nacional de Siria trabaja para aliviar el sufrimiento del pueblo sirio y, de igual manera, trabajamos para poner fin al conflicto que causa ese sufrimiento.	0
Tras destacar que las mujeres vivían en condiciones deplorables, sin acceso a servicios de salud y justicia, la Representante Especial indicó que consideraba que sería muy difícil corregir esa situación, habida cuenta en particular de la cultura de silencio imperante y de la falta de instituciones para investigar y enjuiciar.	1
El Gobierno prestaría un gran servicio a la administración de justicia si procediera a derogar el decreto que creó estos tribunales.	1
Aunque existe una preocupación legítima de no debilitar las sanciones o parecer "blandos" con el terrorismo, la mejora de los procedimientos para excluir nombres de la lista afianzaría las sanciones y las haría más justas.	0
:: Efectuará nuevas verificaciones en ámbitos en que el examen inicial de los informes haya revelado lagunas en la información o la aplicación en relación con todos los aspectos de la resolución que abarquen todas las medidas requeridas, para cada tipo de arma o sus respectivos sistemas vectores y los materiales conexos, incluida la modificación de las matrices en caso de que sea de utilidad	0
Preocupado por las actividades armadas y el bandidaje en [los países afectados], que suponen una amenaza para la seguridad de la población civil, la realización de las operaciones humanitarias en esas zonas y la estabilidad de dichos países, y que dan lugar a graves violaciones de los derechos humanos y el derecho internacional humanitario.	1
