es	MatCoop
:: 14 de marzo de 2005: una contramanifestación organizada por cristianos y suníes exige el retiro de las tropas sirias y la detención del jefe de los servicios de seguridad e inteligencia.	0
Al igual que otros oradores que nos precedieron y en sintonía con la declaración formulada por la Alta Representante Ashton, condenamos el acto que llevó a la muerte del Sr. Dzeković y a que otros resultaran heridos durante las protestas que tuvieron lugar el 2 de julio en el norte de Mitrovica.	0
Por lo que se refiere a los dos primeros puntos: desde la presentación del cuarto informe de la República Checa se ha avanzado mucho en ambas esferas. La modificación de la Ley de lucha contra el blanqueo de dinero se aprobó el 8 de abril de 2004 y entró en vigor el 1º de septiembre de 2004; en ella se establece la obligación de informar sobre las transacciones sospechosas asociadas no sólo al blanqueo de dinero, sino también a la financiación del terrorismo, y se definen más claramente las personas naturales y jurídicas a las que se aplica.	1
A pesar de las demoras, me alienta ver que todos los interesados han llegado a un acuerdo para la reanudación del intercambio de visitas familiares, con lo que miles de personas del Territorio y de los campamentos de la zona de Tinduf podrían beneficiarse de este programa humanitario.	1
5. Solicita también al Secretario General que, de conformidad con el párrafo 6 de la resolución 1980 (2011), le mantenga informado, a más tardar el 30 de junio de 2011, en el informe final mencionado en el párrafo 2 de la presente resolución y ulteriormente en sus informes siguientes relativos a la ONUCI y la UNMIL, de los acontecimientos, las medidas adoptadas y la labor de coordinación entre la ONUCI y la UNMIL realizada con el objeto de ayudar a los Gobiernos de Côte d'Ivoire y Liberia, respectivamente, a vigilar su frontera y las zonas circundantes, y en particular de la manera en que el personal y el equipo militar redistribuido contribuye a ello, prestando especial atención a todo movimiento de combatientes o transferencia de armas a través de la frontera, y, a este respecto, alienta a la ONUCI y a la UNMIL a que, con arreglo a sus respectivos mandatos, capacidad y zonas de despliegue, ayuden, en colaboración con los Gobiernos de Côte d'Ivoire y de Liberia, respectivamente, a desarmar a quienes ponen en peligro la reconciliación nacional y la consolidación de la paz;	1
Los Estados también han fortalecido la aplicación de las medidas necesarias contra el terrorismo a nivel institucional.	1
La situación en el valle del Kodori permaneció igual. El 22 de septiembre, la UNOMIG y las fuerzas de mantenimiento de la paz de la CEI llevaron a cabo una patrulla conjunta en el valle del bajo Kodori controlado por la parte abjasia e informaron que prevalecía la calma.	1
Subraya la importancia de que el personal humanitario tenga acceso, con seguridad y sin obstáculos, a los civiles en los conflictos armados, hace un llamamiento a todas las partes interesadas, en particular a los Estados vecinos, para que cooperen plenamente con el Coordinador de la Asistencia Humanitaria de las Naciones Unidas y los organismos de las Naciones Unidas a fin de facilitar ese acceso, invita a los Estados y al Secretario General a que señalen a su atención toda información relacionada con la denegación deliberada de ese acceso en violación del derecho internacional en los casos en que esa denegación pueda constituir una amenaza para la paz y la seguridad internacionales y, a ese respecto, se manifiesta que está dispuesto a examinar esa información y, si es necesario, a adoptar las medidas que corresponda.	0
Acogió con beneplácito los esfuerzos del Gobierno de la República Democrática del Congo para proteger a los niños, en particular la firma el 4 de octubre de 2012 del plan de acción para poner fin y prevenir el reclutamiento y la utilización de niños, la violencia sexual y otras violaciones graves contra los niños cometidas por las fuerzas armadas y de seguridad nacionales, la participación del Gobierno en la campaña "Niños, no soldados", y el nombramiento el 14 de julio de 2014 de una Asesora Presidencial sobre la Violencia Sexual y el Reclutamiento de Niños.	0
El Consejo de Seguridad exhorta a todas las partes en conflictos armados a que cumplan sus obligaciones en virtud del derecho internacional humanitario de proteger y no atacar al personal médico, siempre que se abstengan de emprender acciones que afecten negativamente su condición de civiles, y las instalaciones médicas, así como a que se abstengan de utilizar infraestructuras médicas en los combates.	0
En la mayoría de los casos, los buques -- gracias a la vigilancia, el conocimiento de la situación y una reacción enérgica en consonancia con las mejores prácticas de gestión para la protección contra la piratería con base en Somalia -- lograron prevenir los abordajes de los atacantes.	1
Todos los Estados de la subregión han establecido en su legislación interna su jurisdicción respecto de los delitos pertinentes.	1
3. Asesinatos de combatientes enemigos detenidos	0
22. Reconoce también la necesidad de contar con orientaciones operacionales exhaustivas sobre las tareas y responsabilidades de las misiones de mantenimiento de la paz en la ejecución de los mandatos relativos a la protección de los civiles, y solicita al Secretario General que prepare, en estrecha consulta con los Estados Miembros, incluidos los países que aportan contingentes y fuerzas de policía y otras instancias pertinentes, un concepto operacional para la protección de los civiles, y que lo informe sobre los progresos realizados en tal sentido;	1
Cuatro Estados han firmado la declaración de intenciones para aplicar el Marco Normativo de la Organización Mundial de Aduanas con miras a garantizar la seguridad de la carga contra su utilización para fines terroristas, y tres ya se encuentran en una etapa avanzada de aplicación.	1
La camioneta Mitsubishi Canter, que se utilizó para transportar la bomba, entró en el Líbano procedente de Siria por la frontera de la Bekaa, utilizando un carril reservado para la circulación militar, el 21 de enero de 2005, a las 13.20 horas. Iba conducida por un coronel sirio de la décima división del ejército.	0
La misión de investigación de los hechos consideró que, puesto que la credibilidad de las autoridades libanesas que dirigían la investigación había sido cuestionada, para descubrir la verdad había que hacer una investigación internacional independiente.	1
Además, los miembros de los movimientos rebeldes procedían principalmente de grupos de defensa de los poblados locales contra determinadas tribus, los que se habían formado para responder al aumento de los ataques de otras tribus.	0
Todos los Estados han adoptado medidas para reglamentar la producción, la venta y la transferencia de armas y explosivos, aunque sólo cuatro han implantado plenamente tales medidas.	1
Por ejemplo, Europa tiene la Unión Europea y el Acuerdo de Schengen; África, la Comunidad Económica de los Estados de África Occidental (CEDEAO) y la Comunidad del África Meridional para el Desarrollo (SADC); Asia, la Asociación de Naciones del Asia Sudoriental (ASEAN) y la Comunidad de Estados Independientes (CEI); América del Norte, el Tratado de Libre Comercio de América del Norte (TLCAN); América Central, el Sistema de la Integración Centroamericana (SICA); y América del Sur, la Comunidad Andina y el Mercado Común del Sur (MERCOSUR), que están evolucionando hacia una fusión para crear la Comunidad Sudamericana de Naciones.	1
b) Participar activamente en el Equipo Especial sobre la Ejecución de la Lucha contra el Terrorismo, creado para ayudar a los Estados Miembros a aplicar la Estrategia global.	1
Los puestos habían sido totalmente destruidos y el ganado había sido robado.	0
El Consejo de Seguridad alienta además a las autoridades centroafricanas a que sigan luchando con determinación contra las violaciones de los derechos humanos.	0
