es	MatConf
Observando la labor del Foro Mundial contra el Terrorismo, en particular la publicación de varios documentos marco y buenas prácticas, en ámbitos que incluyen la lucha contra el extremismo violento, la justicia penal, los secuestros para cobrar rescate, el apoyo a las víctimas del terrorismo y las actividades policiales orientadas a la comunidad, para complementar la labor de las entidades de las Naciones Unidas de lucha contra el terrorismo en estos ámbitos, y alentando a la Dirección Ejecutiva del Comité contra el Terrorismo a que mantenga su interacción con el Foro Mundial en su labor con los Estados Miembros para promover la plena aplicación de las resoluciones 1373 (2001) y 1624 (2005),	0
Decide establecer un tribunal internacional con la finalidad exclusiva de enjuiciar a los presuntos responsables de graves violaciones del derecho internacional humanitario cometidas en el territorio de [Estado afectado] entre [fechas].	0
No obstante, ¿cómo lograrlo cuando continúa el desacato en relación con los Acuerdos y el Estado de derecho, cuando nuestro territorio sigue ocupado por la fuerza y nuestro pueblo sigue desplazado de sus pueblos y aldeas? Ciertamente, ¿cómo puede concertarse cualquier arreglo posible de beneficio mutuo y normalización cuando no se respetan ni demarcan territorios soberanos?	1
Recomienda también que, de las personas que recibieron armas de las F-FDTL los días 24 y 25 de mayo, se procese sólo a las que las utilizaron posteriormente en actividades delictivas.	1
El proyecto de ley, que se presentará ante el Parlamento, establece que un mínimo del 30% de los escaños parlamentarios deberá reservarse para que los ocupen mujeres; que un distrito de cada circunscripción a nivel del consejo local deberá adjudicarse a candidatas mujeres y que los partidos políticos deberán asignar puestos "seguros" para las candidatas.	0
El Gobierno citó también su reconocimiento de tres casos de bombardeo por error. Afirmó que había indemnizado a las víctimas de Habila, Umm Gozin y Tulo.	1
Se informó de que, en muchos casos, las fuerzas del Gobierno rodearon las aldeas, permaneciendo de guardia mientras los Janjaweed incendiaban y saqueaban los poblados y cometían otras atrocidades contra la población.	1
En las consultas privadas que siguieron, los miembros del Consejo subrayaron la importancia de redoblar los esfuerzos encaminados a promover la reforma del sector de la seguridad y establecer instituciones nacionales democráticas y eficaces.	0
En primer lugar, la Corte fue creada para juzgar crímenes que puedan amenazar la paz y la seguridad.	0
Eritrea ha venido organizando, adiestrando y enviando a Etiopía todo tipo de gángsters y elementos terroristas para crear confusión en nuestro país y provocar inestabilidad política.	1
En el Iraq y el Afganistán, Al-Qaida, los talibanes y los grupos asociados con ellos seguirán usando material de uso militar para construir artefactos explosivos improvisados mientras existan las partes necesarias y sea posible adquirirlas.	1
El Consejo de Seguridad debe reconocer que la lucha contra el extremismo violento es un elemento esencial de la respuesta de la comunidad internacional ante esta amenaza.	0
:: El 16 de noviembre de 2014, el EIIL ejecutó a 17 personas en el mercado de Tabaqa en Ar-Raqqa después de haber sido acusadas de espionaje y de colaborar con las fuerzas de régimen.	1
El 7 de abril de 2014, dos expertos de la Oficina de las Naciones Unidas contra la Droga y el Delito (UNODC), el Sr. Clément Gorrissen y el Sr. Simon Davis, perdieron la vida en un atroz ataque en el aeropuerto de Gaalkacyo en Puntlandia (Somalia), cuando se encontraban en una misión relacionada con el rastreo de las corrientes financieras ilícitas derivadas de la piratería.	1
El 18 de noviembre, el Consejo celebró una sesión informativa y consultas acerca de los informes del Secretario General sobre las actividades de la Misión de Asistencia de las Naciones Unidas para el Iraq (UNAMI) (S/2014//774) y la búsqueda de los nacionales de Kuwait y de terceros países desaparecidos y bienes kuwaitíes desaparecidos, incluidos los archivos nacionales (S/2014/776).	0
El otro gran éxito del grupo ha sido su supervivencia misma, pero cada vez cuenta con menos miembros y, con el tiempo, la mayoría de sus dirigentes más importantes serán capturados o eliminados.	1
Esas armas son preciadas por sus dimensiones compactas y porque permiten a los terroristas atacar desde lejos y provocar daños considerables.	1
Ese punto de consultas complementaría a los centros nacionales de asistencia que el Equipo ha recomendado en el pasado que establezcan los Estados Miembros (S/2007/132, párrs. 61 a 64 y S/2007/677, párr. 138).	0
En la zona de operaciones, el principio de la proporcionalidad sigue siendo una norma en gran medida subjetiva, que se basa en buscar un equilibrio entre la expectativa y previsión de obtener ventajas militares y la pérdida real de vidas de civiles o la destrucción de bienes de carácter civil.	1
Habida cuenta de la jurisdicción limitada de la Dependencia de Crímenes Graves y del fracaso del proceso del Tribunal Especial de Indonesia, sería necesario tomar medidas correctivas adicionales para que se haga justicia.	0
Con ese dinero, paga mensualmente a los miembros de milicia, a su "círculo próximo" (asesores y asociados más íntimos) y a los notables del clan, y compra armas.	1
Después del golpe, muchos sudaneses terminaron en la cárcel o en el exilio.	1
Asimismo, nos preocupa también la situación que enfrentan quienes hoy colaboran en la reconstrucción del país.	0
El mayor número de efectivos militares y de policía de la MINUSTAH se sumará a la dotación de la Policía Nacional de Haití y 3.600 asistentes de seguridad electoral locales (véase S/2005/313, párr. 10).	1
i) Intensificar su cooperación con las organizaciones internacionales, regionales y subregionales y establecer modalidades operativas con cada una de ellas, que tengan en cuenta las diferencias existentes entre sus capacidades y mandatos, entre ellas intercambios a nivel operativo, exposiciones informativas al Comité y de este, y mejores acuerdos de intercambio de información;	0
En un esfuerzo por ayudar a las instituciones financieras y otras partes a comprender la amplia gama de métodos utilizados por las personas y entidades incluidas en la Lista para recaudar y transferir fondos, el Equipo, como integrante del Equipo Especial sobre la Ejecución de la Lucha contra el Terrorismo, ha encargado un estudio de los indicadores de la financiación del terrorismo sobre la base de las actividades de personas procesadas y condenadas por la comisión de actos terroristas.	0
El componente de policía de la ONUCI también proporciona apoyo y asesoramiento técnico al centro de mando integrado en relación con la reforma del sector de seguridad.	0
Otros miembros observaron la iniciativa del Gobierno del Sudán de investigar las denuncias a través de su mecanismo nacional e hicieron un llamamiento para que los conflictos se resolvieran a través de negociaciones bajo los auspicios del Grupo de Alto Nivel de la Unión Africana encargado de la aplicación de las recomendaciones para el Sudán, dirigido por el ex-Presidente de Sudáfrica, Thabo Mbeki, y el Enviado Especial del Secretario General para el Sudán y Sudán del Sur, Haile Menkerios.	0
Se cometieron violaciones y actos de violencia sexual, pero no fueron tan generalizados ni sistemáticos como para constituir crímenes de lesa humanidad.	1
- Contribuir, según proceda, al desarrollo por las autoridades ... de la capacidad de la policía y la gendarmería, en particular mediante el adiestramiento antidisturbios, y al restablecimiento de su presencia en todo el territorio [del país afectado].	0
Cuatro Estados han firmado la declaración de intenciones para aplicar el Marco Normativo de la Organización Mundial de Aduanas con miras a garantizar la seguridad de la carga contra su utilización para fines terroristas, y tres ya se encuentran en una etapa avanzada de aplicación.	0
Las medidas adoptadas hasta ahora por el Gobierno para hacer frente a la crisis han sido absolutamente insuficientes e ineficaces a la vez, lo que ha contribuido al clima de impunidad casi total respecto de las transgresiones de los derechos humanos en Darfur.	1
Para llevar a cabo su plan, tiene previsto unir a varias milicias bajo su control y equiparlas y entrenarlas en Fer Fer (Etiopía) y Waajid (región de Bakool).	0
El elemento subjetivo requerido (la conciencia del carácter sistemático del desplazamiento forzoso) queda demostrado por el hecho de que ese desplazamiento representaba claramente una política gubernamental aplicada de forma constante por las autoridades competentes del Gobierno y las milicias Janjaweed.	1
