ar	QuadClass
:: استخدام وجود فرد مدني أو فرد آخر يتمتع بالحماية لجعل نقاط أو مناطق أو قوات عسكرية معينة ذات حصانة من العمليات العسكرية؛	0
وباستثناء مينائي سان بيدرو وأبيدجان، فإن الموانئ الأخرى والخط الساحلي تفتقر إلي البنية التحتية اللازمة لاستيراد كميات كبيرة من الأسلحة والمعدات العسكرية.	0
بيد أنه، في بعض الحالات، أبدت الآليات الدولية قلقا إزاء انتهاكات لحقوق الإنسان يُدّعى أن قوات الأمن ارتكبتها.	3
وفي الحالات التي تدفع فيها فدية، قد يشترك قطاع التأمين والشركات الخاصة ومؤسسات الاستشارات في مجال المخاطر في توفير الأموال أو تسهيل عمليات الدفع. وبحلول عام 2011، تضاعف حجم سوق التأمين ضد أعمال الخطف والفدية، الذي بلغت قيمته 250 مليون دولار في عام 2006().	0
20 - ولم يتم بعد إطلاق برنامج الخدمة المدنية المقرر، والذي يستهدف استيعاب ما مجموعه 000 20 من المقاتلين السابقين و 000 20 من الشباب المعرضين للخطر.	2
وقد قوض ذلك الجهود الدولية الرامية إلى تيسير إعادة إحﻻل السلم في أفغانستان.	0
وأشارت إحدى الدول إلى أنها وسَّعت الأساس الذي يمكن من خلاله إدراج المنظمات الإرهابية في قانونها الجنائي لتشمل المنظمات التي تناصر ارتكاب الأعمال الإرهابية.	0
الصحيفة العسكرية البلغارية الصحفي ميشو ديمتروف - بتاريخ 20 تشرين الثاني/نوفمبر 2011	0
وبالإضافة إلى ذلك، تدرس البعثة حاليا الحاجة إلى طائرة استطلاع متخصصة للاضطلاع بعمليات مراقبة ودوريات في الأراضي الحدودية والمناطق الساحلية التي يتعذر الوصول إليها عموما. باء - أمن الانتخابات	2
ولهذا الغرض، استخدم قدر من المتفجرات الحربية لا يقل عن 000 1 كيلوغرام.	1
وتؤدي الحكومات الدور الرئيسي في تأمين المخزونات العسكرية أو منع حالات التسرب من خلال قنوات الشراء الرسمية.	2
:: إبراز الممارسات السليمة في التصدي للمخاطر المحددة وفي تلبية احتياجات اللاجئين والمشردين داخليا وعديمي الجنسية من النساء والفتيات، وفي الاستجابة لقدراتهن وأولوياتهن لدى فرارهن وأثناء تشردهن ولدى عودتهن، بما فيها الاحتياجات الخاصة للفئات المختلفة من النساء والفتيات اللائي يتعرضن لأشكال متعددة ومتداخلة من التمييز، بالتشاور مع منظمات المجتمع المدني المحلية والنساء والفتيات أنفسهن	2
ووافق كل من برنامج المساعدة التدريبية التابع للإدارة الدولية للتحقيقات، وبرنامج الجماعة الأوروبية لتقديم المساعدة من أجل التعمير والتنمية وتحقيق الاستقرار، على توفير التوجيه لمدربي الشرطة لتمكينهم من تعليم كل من الأخصائيين وكبار المديرين.	2
28 - ستنظر اللجنة، بناء على مقترح للمديرية التنفيذية، في استراتيجية التواصل الموجهة لتعزيز توضيح ما تضطلع به اللجنة والمديرية التنفيذية من دور وأنشطة في مجال مكافحة الإرهاب.	2
وفوق ذلك، يجب ألا تنطوي التدابير التي تعفي من العهد على تمييز على أساس العرق أو اللون أو الجنس أو الدين أو المنشأ الاجتماعي.	2
3 - ويوحي علوّ مستوى التفاعل الذي جرى بين اللجنة والدول الأعضاء أثناء الاستعراض بأن مجموعة كبيرة من الدول لا تزال تشاطر مجلس الأمن اهتمامه بضرورة أن يكون هناك رد دولي منسق على ما يشكله تنظيم القاعدة وحركة الطالبان من تهديدات.	2
السيد أوريليان لوركا، فرنسا (الجماعات المسلحة)؛	0
وإذا حاول السكان مغادرة الغوطة الشرقية المحاصرة فإن قناصة النظام السوري يستهدفونهم مباشرة ، مما يؤدي كل شهر إلى وقوع عشرات القتلى في أوساط المدنيين.	1
وذكر أيضا أن آلية التحقق ألغت عدة بعثات بسبب المقاومة التي أبدتها قوات جنوب السودان.	1
وبالإضافة إلى ذلك يقوم فريق متنقل بزيارة المجتمعات المحلية النائية، ولا سيما جماعات الأقليات، ممن قد لا تتوفر لهم سبل الوصول إلى المركزين.	2
المنظمات الدولية والإقليمية: أمانة جماعة منطقة الكاريبي، والمفوضية الأوروبية، والدائرة الأوروبية للعمل الخارجي، ومنظمة الأمن والتعاون في أوروبا، ومنظمة حظر الأسلحة الكيميائية، وفريق الخبراء التابع للجنة مجلس الأمن المنشأة عملا بالقرار 1737 (2006)، ومكتب شؤون نزع السلاح بالأمانة العامة للأمم المتحدة، واللجنة المنشأة عملا بالقرار 1540 (2014) وفريق الخبراء، والمنظمة الدولية للشرطة الجنائية، ومنظمة الجمارك العالمية.	2
"""وينوه مجلس الأمن بالجهود التي تبذلها جامعة الدول العربية للإسهام في المساعي الجماعية الرامية إلى تسوية النزاعات في الشرق الأوسط بالطرق السلمية، إضافة إلى تعزيز الاستجابات الدولية للتحولات التي تشهدها المنطقة، ويشجعها على مواصلة بذل هذه الجهود، مؤكدا من جديد التزامه القوي بسيادة دول المنطقة واستقلالها ووحدتها وسلامتها الإقليمية، وبمقاصد ومبادئ الميثاق."	4
